edad,frecuenciaCompra,montoPromedio,diasUltimaCompra,satisfaccion,totalHistorico,cantidadProductos,usaTarjeta,recompra
46,2,259741,126,2.5,519482,4,1,0
31,6,420049,59,1.1,2520294,5,1,1
51,8,145697,32,2.9,1165576,14,1,1
68,18,251764,1,3.3,4531752,14,1,1
56,4,323689,158,2.5,1294756,14,0,0
67,18,11238,166,1.0,202284,9,1,0
65,20,150216,55,5.0,3004320,8,1,1
61,8,362678,46,4.0,2901424,1,1,1
31,6,139357,96,3.4,836142,14,0,0
26,8,193807,99,3.7,1550456,11,0,0
50,16,60856,11,1.2,973696,6,0,1
67,2,20194,117,2.3,40388,1,0,0
19,12,424763,112,1.5,5097156,4,0,0
37,4,348635,5,3.0,1394540,12,1,1
61,5,477201,72,3.9,2386005,15,1,0
46,3,88258,102,4.2,264774,14,0,0
57,16,77698,102,2.6,1243168,3,1,1
49,12,157083,150,1.3,1884996,15,1,1
65,14,137132,54,2.4,1919848,14,1,1
67,4,402840,115,4.9,1611360,11,0,0
58,2,273648,91,1.2,547296,8,0,0
62,17,154259,31,1.6,2622403,13,0,0
19,14,495583,98,4.4,6938162,15,1,1
48,11,330655,159,1.1,3637205,14,1,1
36,20,284461,38,4.5,5689220,3,0,1
52,10,98987,46,4.9,989870,10,1,1
38,9,193451,19,3.2,1741059,1,1,1
34,12,444280,35,1.3,5331360,8,1,1
51,6,206996,56,3.6,1241976,9,1,1
37,11,215313,53,4.8,2368443,13,0,1
20,6,251638,139,4.3,1509828,7,0,1
33,7,438674,160,1.9,3070718,1,0,0
55,13,264858,71,2.0,3443154,5,0,0
36,12,467504,103,3.5,5610048,4,1,1
47,2,471508,75,1.6,943016,4,0,0
43,8,38687,70,2.6,309496,14,0,0
44,16,207523,33,3.8,3320368,10,0,0
20,12,449235,140,4.9,5390820,7,1,1
47,19,313124,45,5.0,5949356,7,0,1
54,2,38669,142,3.8,77338,9,0,0
69,13,75678,70,4.9,983814,2,0,1
22,13,226547,23,4.3,2945111,12,0,1
21,16,379916,10,2.3,6078656,4,1,1
55,5,279988,71,1.5,1399940,10,0,0
37,17,423394,59,4.2,7197698,11,0,1
22,1,237201,148,4.8,237201,7,1,0
27,6,235517,73,1.9,1413102,15,0,0
62,9,303574,147,4.8,2732166,5,1,1
63,1,231557,106,2.3,231557,3,0,0
22,13,152447,67,2.5,1981811,3,0,0
47,9,287103,134,3.7,2583927,8,1,1
52,10,123023,118,4.3,1230230,10,1,1
35,20,492312,61,2.9,9846240,3,0,0
29,4,292313,166,2.7,1169252,15,0,0
36,11,170355,51,1.5,1873905,11,1,1
63,15,310778,53,2.9,4661670,13,0,0
56,16,456943,5,3.3,7311088,1,0,1
31,12,97089,109,1.8,1165068,5,1,1
27,4,242994,1,2.0,971976,7,1,1
18,6,225549,116,2.9,1353294,9,1,1
68,20,425015,64,2.4,8500300,3,0,0
39,9,83218,2,2.0,748962,3,0,1
59,7,471209,44,2.2,3298463,11,1,1
40,11,225589,18,4.4,2481479,14,1,1
40,1,290741,124,1.6,290741,15,1,0
35,20,345928,180,3.0,6918560,5,0,0
31,5,352263,65,1.2,1761315,13,0,0
21,18,341258,7,3.1,6142644,15,0,1
52,20,139039,88,1.1,2780780,15,0,0
43,18,324391,125,3.1,5839038,1,1,1
28,11,444136,30,4.6,4885496,10,0,1
36,18,406801,81,4.3,7322418,9,0,1
58,4,157712,138,3.1,630848,7,0,0
60,9,166629,140,1.1,1499661,7,1,1
29,12,288456,2,2.0,3461472,11,1,1
24,12,54043,179,3.8,648516,8,1,1
33,16,45396,13,4.3,726336,6,0,1
26,10,196671,78,1.0,1966710,2,1,1
64,7,133447,180,4.5,934129,4,0,1
19,20,65707,94,1.6,1314140,7,0,0
19,4,145172,137,1.2,580688,3,1,0
22,2,157782,127,1.1,315564,6,1,0
47,14,58171,142,2.4,814394,8,1,1
28,18,438084,130,4.9,7885512,14,0,1
68,19,227324,170,4.6,4319156,6,0,1
62,17,304597,54,3.1,5178149,6,0,0
34,15,413911,175,2.0,6208665,4,1,1
26,8,367676,57,4.2,2941408,1,1,1
18,8,473274,164,3.1,3786192,10,1,1
61,5,428651,134,4.6,2143255,11,1,1
37,4,191500,96,3.7,766000,7,1,0
64,8,497617,41,3.3,3980936,9,0,0
45,18,85681,33,4.7,1542258,8,1,1
30,19,378620,174,1.9,7193780,5,0,0
43,12,205958,16,1.7,2471496,4,1,1
36,20,277597,3,2.4,5551940,13,0,1
66,12,80159,26,2.8,961908,3,0,1
69,13,216977,63,1.5,2820701,3,0,0
48,8,318983,13,4.9,2551864,4,0,1
51,12,29854,37,1.2,358248,13,0,0
48,18,272697,84,2.1,4908546,3,0,0
29,18,467845,10,1.9,8421210,8,1,1
41,7,491707,136,3.1,3441949,6,1,1
18,19,449906,60,1.7,8548214,8,1,1
44,17,343581,54,4.5,5840877,3,0,1
32,3,336593,162,1.8,1009779,8,0,0
58,13,273990,116,3.8,3561870,2,0,0
45,3,425597,1,2.7,1276791,8,0,0
50,19,347855,116,4.5,6609245,1,1,1
41,6,277383,40,1.5,1664298,5,1,1
42,3,327658,166,4.4,982974,8,1,1
23,3,399029,83,2.8,1197087,4,0,0
58,9,158246,53,4.8,1424214,6,1,1
59,2,16844,78,1.3,33688,10,1,0
51,12,266619,63,2.8,3199428,4,1,1
55,1,31629,104,3.5,31629,13,0,0
62,16,87714,36,4.5,1403424,14,0,1
34,14,119613,121,3.0,1674582,11,1,1
23,10,455865,72,1.5,4558650,3,0,0
43,1,173093,17,4.5,173093,15,0,0
63,7,366060,177,2.6,2562420,7,1,1
50,5,134645,159,4.5,673225,11,1,1
39,18,346305,139,2.3,6233490,15,0,0
49,18,380181,157,1.8,6843258,1,1,1
51,5,322748,100,1.3,1613740,4,1,0
40,3,126895,175,4.5,380685,8,1,1
62,5,450763,50,2.1,2253815,9,1,0
25,2,123975,58,2.5,247950,12,1,0
64,2,57301,43,4.4,114602,4,1,0
57,16,480894,49,2.0,7694304,9,1,1
55,16,109079,9,4.5,1745264,5,1,1
42,19,120980,121,1.8,2298620,5,0,0
49,3,133670,88,3.6,401010,15,0,0
55,6,365347,177,1.6,2192082,6,1,1
52,19,319979,75,1.6,6079601,4,0,0
64,15,156275,146,3.6,2344125,3,0,0
25,7,491586,45,3.0,3441102,11,0,0
62,4,479980,61,2.9,1919920,7,1,0
39,6,87357,57,3.6,524142,1,1,1
39,2,292279,146,3.8,584558,10,1,0
55,11,153942,43,2.7,1693362,6,1,1
26,12,471630,93,3.0,5659560,1,1,1
50,14,472851,29,3.8,6619914,8,1,1
39,4,394820,49,2.6,1579280,5,0,0
35,11,84703,81,4.5,931733,7,1,1
22,1,59802,56,1.6,59802,2,0,0
54,16,250750,3,3.7,4012000,14,0,1
64,3,218104,14,3.9,654312,1,0,0
19,10,287164,102,1.9,2871640,7,0,0
34,10,76101,61,2.4,761010,14,1,1
24,8,306121,143,2.1,2448968,8,0,0
44,8,419858,87,3.1,3358864,2,0,0
56,14,268268,96,2.2,3755752,14,1,1
47,15,389125,66,3.6,5836875,4,0,0
70,13,142319,153,4.7,1850147,7,0,1
60,3,269187,163,4.7,807561,2,1,1
20,18,10377,49,3.3,186786,7,1,0
62,18,96161,104,2.1,1730898,11,1,1
68,12,96031,80,2.9,1152372,7,1,1
60,18,180692,104,2.5,3252456,2,1,1
64,5,168044,110,4.6,840220,5,0,0
29,11,249148,122,4.8,2740628,9,0,1
48,6,356554,14,3.4,2139324,10,1,1
58,14,54316,167,3.0,760424,8,0,0
48,5,387603,147,1.9,1938015,8,0,0
58,10,233428,180,1.2,2334280,7,0,0
34,8,391690,57,4.0,3133520,3,1,1
55,6,451556,113,2.2,2709336,2,1,1
55,11,68277,145,4.8,751047,2,0,1
48,2,415178,7,1.4,830356,13,1,1
55,14,363121,71,3.7,5083694,15,1,1
60,17,226852,73,1.3,3856484,9,0,0
70,12,46912,109,2.9,562944,4,1,1
31,9,212101,89,1.6,1908909,11,1,1
68,15,33545,25,1.2,503175,8,1,1
28,8,217197,87,3.8,1737576,7,1,1
19,11,386269,110,1.6,4248959,13,1,1
64,8,365569,105,4.8,2924552,2,0,1
21,16,404122,26,4.5,6465952,6,1,1
33,1,79225,31,4.5,79225,12,0,0
21,9,98353,78,1.9,885177,14,0,0
54,16,266430,77,2.8,4262880,4,0,0
23,3,475314,91,1.3,1425942,13,1,0
46,12,492187,12,2.4,5906244,12,0,1
53,7,359650,7,2.8,2517550,4,1,1
32,19,413572,135,3.2,7857868,1,1,1
48,5,495624,34,3.2,2478120,4,1,0
38,13,459678,96,2.6,5975814,7,1,1
18,5,484848,144,1.5,2424240,11,0,0
54,12,195047,116,1.5,2340564,11,1,1
38,13,267008,69,3.4,3471104,1,0,0
31,14,385868,35,3.9,5402152,1,1,1
53,17,406225,23,2.7,6905825,3,1,1
19,18,498031,161,4.3,8964558,9,0,1
40,19,340531,179,3.1,6470089,7,1,1
31,20,60191,25,1.1,1203820,4,1,1
23,6,299339,91,2.3,1796034,12,1,1
50,1,286256,41,3.0,286256,1,0,0
32,11,266894,78,1.3,2935834,3,1,1
70,17,176792,122,4.8,3005464,5,0,1
27,20,198567,34,1.1,3971340,13,0,0
46,20,77592,145,2.2,1551840,12,0,0
27,5,484885,78,2.9,2424425,2,0,0
29,8,166057,177,4.1,1328456,5,0,1
25,5,485226,148,1.0,2426130,12,0,0
24,13,228940,177,2.6,2976220,1,1,1
40,20,369700,162,3.9,7394000,6,0,0
63,6,28260,180,1.1,169560,1,1,0
39,19,162729,75,5.0,3091851,2,0,1
44,19,323122,174,4.6,6139318,5,0,1
40,16,475789,69,1.1,7612624,5,0,0
65,15,22402,146,1.4,336030,5,1,1
70,9,186236,96,1.6,1676124,3,0,0
67,1,449503,34,2.2,449503,13,0,0
60,15,331235,107,1.0,4968525,6,1,1
48,2,336667,23,1.4,673334,5,0,0
31,16,298990,59,3.9,4783840,8,0,0
64,3,174436,27,1.7,523308,5,1,1
29,7,100463,13,3.1,703241,4,0,1
39,18,419468,92,1.6,7550424,1,1,1
49,15,248564,118,1.7,3728460,4,1,1
34,6,456155,74,4.2,2736930,6,1,1
53,16,309556,75,3.3,4952896,8,1,1
46,14,489616,61,2.9,6854624,1,0,0
40,14,102018,158,2.0,1428252,13,0,0
44,19,355311,146,4.6,6750909,7,0,1
47,11,113611,20,2.3,1249721,5,1,1
24,8,337263,118,1.5,2698104,8,0,0
61,8,479451,139,1.3,3835608,8,1,1
36,6,247147,72,1.4,1482882,14,1,1
33,12,174416,144,4.0,2092992,4,0,1
67,7,484376,85,1.2,3390632,2,1,1
52,4,27245,126,1.9,108980,14,1,0
64,20,331028,89,1.3,6620560,6,1,1
47,19,154148,76,1.9,2928812,7,1,1
38,20,334098,114,3.8,6681960,2,1,1
46,4,317142,123,4.6,1268568,6,1,1
23,15,433590,64,2.5,6503850,7,0,0
41,19,70594,132,1.8,1341286,12,1,1
45,19,423904,110,2.2,8054176,15,0,0
68,2,296382,4,1.1,592764,14,0,0
45,1,237827,75,3.0,237827,15,1,0
25,3,211692,105,3.8,635076,14,0,0
38,13,414843,49,4.0,5392959,8,1,1
31,2,241600,145,2.0,483200,13,0,0
55,2,143514,161,2.7,287028,1,0,0
28,10,458330,132,1.9,4583300,13,0,0
38,6,448545,151,5.0,2691270,4,0,1
65,20,129686,15,2.5,2593720,11,0,1
27,9,228902,82,4.3,2060118,9,1,1
58,14,321350,22,2.6,4498900,13,1,1
22,11,466443,143,4.3,5130873,9,1,1
65,16,212445,56,3.9,3399120,14,0,0
29,18,324291,105,1.9,5837238,6,1,1
19,7,97380,158,4.1,681660,2,0,1
52,12,310900,42,3.8,3730800,2,0,0
51,6,50089,157,2.0,300534,13,0,0
36,18,120724,157,4.2,2173032,3,1,1
27,3,205496,121,1.5,616488,1,0,0
36,6,455735,70,3.9,2734410,13,1,1
23,5,68545,139,2.7,342725,5,0,0
61,12,51336,61,3.9,616032,15,0,0
65,17,49805,120,1.4,846685,9,1,1
64,8,51554,19,2.3,412432,14,1,1
19,1,184006,44,4.6,184006,13,0,0
28,2,310165,67,1.4,620330,11,0,0
46,20,45748,170,3.7,914960,10,1,1
39,1,40599,69,1.8,40599,6,0,0
69,15,492371,81,4.7,7385565,9,0,1
68,5,359960,20,3.2,1799800,8,0,0
25,6,76503,64,4.8,459018,5,0,1
44,18,424689,64,2.3,7644402,8,0,0
47,2,132652,87,2.9,265304,11,1,0
46,10,285384,127,3.2,2853840,1,0,0
32,7,312489,43,4.2,2187423,11,1,1
52,3,488024,113,3.5,1464072,4,1,0
55,19,461313,144,4.2,8764947,1,0,1
30,15,251793,112,1.3,3776895,3,1,1
66,18,43590,172,3.8,784620,10,1,1
24,1,54728,167,1.7,54728,13,0,0
43,13,442396,42,2.7,5751148,1,1,1
42,8,263675,113,4.0,2109400,11,0,1
39,1,14386,96,4.0,14386,3,1,0
23,16,291206,157,5.0,4659296,1,0,1
69,10,429175,15,3.3,4291750,13,1,1
65,11,96201,42,1.1,1058211,6,1,1
29,17,360339,2,4.0,6125763,11,1,1
41,17,302034,22,4.8,5134578,13,0,1
35,9,284927,173,3.4,2564343,15,1,1
55,12,34874,143,4.9,418488,8,1,1
60,12,438712,139,1.1,5264544,15,0,0
42,8,442453,118,2.1,3539624,4,1,1
48,12,323679,29,1.3,3884148,14,0,1
67,17,323977,96,3.8,5507609,8,0,0
54,6,156410,110,3.2,938460,2,1,1
48,12,421525,175,5.0,5058300,15,0,1
24,9,471481,51,2.8,4243329,6,1,1
40,11,161501,124,1.5,1776511,2,0,0
42,16,487333,179,4.2,7797328,10,1,1
41,4,187396,106,2.7,749584,9,1,0
68,10,396233,30,1.6,3962330,13,0,0
40,7,405875,98,2.4,2841125,8,1,1
38,17,169711,44,1.7,2885087,9,1,1
52,2,70021,158,2.7,140042,3,1,0
57,17,82924,1,2.3,1409708,12,1,1
67,14,392695,174,1.7,5497730,11,0,0
69,17,318473,168,4.1,5414041,2,0,1
38,7,359402,121,3.6,2515814,7,0,0
43,15,413469,128,2.7,6202035,3,0,0
62,11,493638,66,2.1,5430018,1,0,0
60,8,133378,150,2.9,1067024,13,1,1
23,14,448185,170,3.6,6274590,2,0,0
49,2,40847,33,2.4,81694,3,1,0
49,8,237714,88,3.4,1901712,13,0,0
34,15,312075,42,2.7,4681125,8,0,0
53,12,128444,56,3.0,1541328,12,0,0
56,13,482555,139,4.6,6273215,12,1,1
24,17,39283,53,4.2,667811,9,1,1
64,12,105413,29,3.6,1264956,13,1,1
52,14,139714,172,1.2,1955996,13,0,0
47,9,490411,81,2.3,4413699,1,1,1
31,10,346812,143,1.9,3468120,5,0,0
38,5,46057,157,2.1,230285,5,1,0
54,15,292437,102,3.5,4386555,8,0,0
43,17,144271,160,4.0,2452607,3,0,1
58,7,339916,135,2.8,2379412,10,1,1
59,19,195224,126,4.3,3709256,4,0,1
41,3,78911,165,1.0,236733,7,0,0
51,14,441367,123,1.9,6179138,12,0,0
27,1,379986,20,1.1,379986,10,1,1
25,10,434692,106,1.9,4346920,10,0,0
56,5,403355,25,1.6,2016775,11,0,0
22,6,421446,143,3.0,2528676,2,1,1
45,12,393308,103,4.8,4719696,1,1,1
68,19,312306,4,2.6,5933814,10,1,1
44,3,225651,99,4.0,676953,8,0,0
41,8,57305,101,4.6,458440,5,0,1
18,15,72389,65,3.8,1085835,6,0,0
43,9,281909,136,3.0,2537181,10,0,0
25,3,262540,47,3.6,787620,2,1,0
70,13,103497,30,3.5,1345461,2,0,0
43,6,362610,160,2.1,2175660,2,1,1
62,1,210765,101,2.0,210765,10,0,0
23,5,317375,135,2.8,1586875,6,1,0
41,19,243401,46,1.6,4624619,8,1,1
39,14,157046,73,4.3,2198644,7,1,1
63,4,351071,156,3.8,1404284,6,0,0
46,16,12836,82,4.9,205376,3,1,1
39,4,87520,52,4.1,350080,10,1,1
64,20,280876,119,1.6,5617520,12,1,1
20,3,263986,39,2.2,791958,8,0,0
61,11,347658,15,4.1,3824238,13,1,1
61,6,10015,135,4.8,60090,10,0,0
31,19,464648,140,2.6,8828312,4,0,0
55,18,74323,164,4.7,1337814,8,0,1
48,4,361534,104,4.7,1446136,8,1,1
52,17,242183,31,1.0,4117111,7,0,0
56,8,425859,56,1.3,3406872,4,1,1
54,3,149211,44,4.2,447633,3,0,0
28,18,467158,157,1.7,8408844,3,0,0
70,17,224546,147,1.9,3817282,7,1,1
40,3,209836,155,1.1,629508,13,0,0
65,7,410123,107,4.9,2870861,6,0,1
62,19,204137,159,1.1,3878603,8,0,0
31,4,162602,3,2.3,650408,3,0,0
43,12,324547,23,2.4,3894564,1,0,1
67,16,340999,24,2.9,5455984,14,1,1
62,10,125594,24,4.5,1255940,10,0,1
19,2,158028,107,1.4,316056,11,1,0
45,5,427797,133,1.3,2138985,4,1,0
69,17,91658,31,2.0,1558186,9,0,0
35,11,124929,14,2.9,1374219,11,1,1
56,10,48386,61,2.4,483860,6,0,0
43,9,456244,26,3.6,4106196,7,0,1
54,9,116477,102,1.7,1048293,15,0,0
18,15,127404,160,3.9,1911060,1,0,0
62,4,452414,105,1.1,1809656,8,1,0
44,9,271613,136,3.5,2444517,6,0,0
23,2,301608,122,4.8,603216,5,1,1
18,4,159480,175,1.0,637920,4,0,0
54,2,390864,27,4.4,781728,7,0,1
36,13,233921,94,2.5,3040973,15,0,0
55,8,214076,87,1.1,1712608,6,0,0
29,3,192764,40,3.2,578292,10,1,0
30,8,434930,81,3.3,3479440,1,0,0
62,14,376288,2,2.8,5268032,2,0,1
67,16,282501,53,3.6,4520016,12,0,0
68,13,280626,67,2.6,3648138,9,0,0
29,7,391627,169,2.8,2741389,1,0,0
70,18,157142,173,2.3,2828556,3,1,1
52,13,213791,120,1.8,2779283,2,1,1
58,10,283763,128,3.9,2837630,9,0,0
58,1,194298,45,1.2,194298,10,1,0
37,11,387829,164,2.4,4266119,9,0,0
45,20,386144,111,3.4,7722880,5,0,0
60,12,268944,50,1.2,3227328,13,1,1
23,1,414816,164,2.0,414816,7,0,0
26,3,22356,146,4.6,67068,15,0,0
70,18,331984,118,3.9,5975712,5,0,0
42,8,25760,78,1.8,206080,5,1,0
54,5,255663,148,1.7,1278315,15,1,0
44,16,491448,95,2.7,7863168,4,1,1
50,3,205471,147,3.3,616413,6,0,0
44,20,122584,53,1.0,2451680,5,0,0
49,16,322084,162,2.5,5153344,1,0,0
46,17,188412,44,4.7,3203004,13,0,1
24,19,81322,5,1.1,1545118,8,1,1
59,12,461540,158,4.6,5538480,9,1,1
64,7,373143,163,1.9,2612001,11,1,1
56,5,101976,106,1.9,509880,9,0,0
34,19,200403,44,3.5,3807657,15,0,0
65,18,84621,1,1.5,1523178,2,1,1
52,10,262603,151,3.0,2626030,1,0,0
21,18,270869,83,4.2,4875642,8,0,1
20,18,441342,167,3.4,7944156,13,1,1
60,2,456589,69,2.2,913178,5,0,0
29,10,192371,170,3.3,1923710,10,0,0
44,10,126975,161,2.4,1269750,7,1,1
39,8,265708,173,1.5,2125664,10,0,0
67,10,23881,152,1.5,238810,1,0,0
46,16,7287,42,4.9,116592,12,1,1
28,1,204636,101,4.1,204636,7,0,0
44,1,188903,30,1.6,188903,12,0,0
45,13,166355,161,4.6,2162615,6,1,1
32,17,387562,25,1.1,6588554,6,0,1
64,17,40457,36,4.5,687769,9,1,1
45,4,23897,64,1.7,95588,5,0,0
54,11,42750,17,2.9,470250,4,0,1
43,20,405569,124,3.7,8111380,7,0,0
41,13,224082,75,3.7,2913066,11,0,0
41,17,252266,177,1.8,4288522,6,0,0
59,17,96177,180,2.1,1635009,1,0,0
47,9,184825,91,2.3,1663425,9,1,1
66,13,460020,49,1.3,5980260,13,1,1
42,19,107375,111,4.5,2040125,4,0,1
55,14,132142,12,3.4,1849988,1,0,1
61,20,46953,20,1.5,939060,5,1,1
44,7,100613,1,3.8,704291,14,0,1
66,12,130243,160,2.2,1562916,3,1,1
36,20,362941,102,2.1,7258820,11,1,1
52,11,466753,134,3.9,5134283,10,0,0
24,1,248373,54,3.8,248373,7,0,0
30,7,114884,34,3.9,804188,10,1,1
69,14,355263,124,1.5,4973682,1,0,0
26,9,344125,2,1.2,3097125,5,1,1
35,18,278901,48,3.0,5020218,8,0,0
66,14,246956,134,2.8,3457384,11,0,0
29,9,359206,118,1.6,3232854,8,1,1
57,17,36346,79,2.4,617882,11,0,0
25,20,110094,136,1.1,2201880,11,0,0
58,12,232078,32,4.3,2784936,2,0,1
40,15,185439,101,4.0,2781585,5,1,1
31,18,65942,63,1.1,1186956,4,1,1
61,8,169687,114,1.6,1357496,8,0,0
64,17,421391,153,2.3,7163647,4,0,0
59,12,375373,3,4.2,4504476,15,1,1
56,13,473007,88,1.9,6149091,13,0,0
32,4,388939,96,2.5,1555756,2,0,0
31,12,223748,28,2.8,2684976,11,0,1
20,16,495068,168,4.2,7921088,3,1,1
58,20,37182,26,3.6,743640,11,0,1
50,20,179066,152,2.0,3581320,1,1,1
59,17,266664,108,2.8,4533288,8,1,1
65,4,296271,3,3.9,1185084,7,1,1
36,1,107795,167,4.0,107795,4,0,0
21,9,426504,105,2.6,3838536,15,1,1
42,10,193697,142,2.2,1936970,1,1,1
20,9,123274,149,3.3,1109466,13,1,1
44,18,6634,72,4.0,119412,7,1,1
42,14,401056,23,3.0,5614784,4,0,1
64,3,367570,101,3.3,1102710,15,1,0
66,5,295393,91,3.1,1476965,9,0,0
26,4,491777,132,3.5,1967108,15,1,0
33,6,489840,39,1.9,2939040,2,0,0
41,8,265486,72,4.9,2123888,2,1,1
39,3,389119,83,2.7,1167357,11,1,0
30,16,21949,126,4.6,351184,13,1,1
61,7,356978,29,4.3,2498846,8,0,1
28,5,381323,25,3.9,1906615,12,0,0
42,11,289267,18,3.2,3181937,12,0,1
60,2,295915,14,3.8,591830,13,1,1
65,10,304044,167,3.9,3040440,5,1,1
64,2,188602,138,2.4,377204,14,1,0
69,13,325096,163,4.6,4226248,11,0,1
55,10,227331,92,4.6,2273310,12,0,1
43,14,188592,154,1.1,2640288,13,0,0
18,14,355141,100,2.4,4971974,3,0,0
43,5,124746,34,1.8,623730,13,0,0
20,4,365948,120,1.4,1463792,7,0,0
33,10,370802,134,3.9,3708020,13,1,1
21,7,95694,121,3.6,669858,5,0,0
35,20,27859,39,4.5,557180,7,0,1
58,4,421414,109,2.0,1685656,6,1,0
42,14,178429,163,2.3,2498006,2,0,0
52,3,426473,49,1.9,1279419,12,0,0
70,6,165757,62,3.8,994542,4,0,0
45,20,326512,16,3.2,6530240,5,1,1
65,19,124741,46,4.8,2370079,14,1,1
55,15,226107,125,2.9,3391605,9,1,1
48,6,250113,158,3.7,1500678,7,0,0
61,7,361274,60,3.3,2528918,7,1,1
62,14,116287,19,1.6,1628018,2,0,1
30,1,260599,108,4.7,260599,9,1,0
68,4,388962,81,2.1,1555848,6,0,0
39,5,134528,46,2.8,672640,5,1,0
26,7,186208,70,4.9,1303456,2,1,1
24,19,141097,79,3.4,2680843,5,0,0
36,20,262114,153,2.7,5242280,12,0,0
61,4,134375,72,5.0,537500,11,1,1
69,6,193079,32,1.8,1158474,2,0,0
51,3,323334,98,1.3,970002,15,0,0
43,5,478605,43,3.1,2393025,3,0,0
24,18,259949,161,2.5,4679082,11,0,0
21,19,188464,63,1.2,3580816,1,1,1
66,13,418892,49,2.3,5445596,10,0,0
64,14,485124,168,3.5,6791736,4,1,1
37,11,196840,137,2.6,2165240,4,1,1
41,17,214250,159,1.3,3642250,15,1,1
51,13,356526,29,4.6,4634838,8,0,1
27,15,295023,165,3.1,4425345,3,0,0
19,5,320702,4,4.6,1603510,8,0,1
54,2,337566,140,4.7,675132,8,0,0
23,12,68948,2,3.4,827376,3,0,1
50,8,349074,2,1.4,2792592,12,0,1
59,2,260447,158,1.3,520894,7,1,0
64,4,147048,96,2.9,588192,15,1,0
34,15,437518,155,2.6,6562770,15,1,1
70,1,24362,128,3.2,24362,7,0,0
23,6,161478,50,3.5,968868,14,1,1
43,14,133199,77,4.5,1864786,13,1,1
66,14,31717,18,2.1,444038,7,1,1
50,15,143216,24,4.5,2148240,13,0,1
53,6,63629,107,4.2,381774,14,0,1
38,14,13121,80,4.2,183694,13,1,1
49,3,388557,152,1.6,1165671,10,0,0
27,16,171950,106,2.7,2751200,2,1,1
31,18,217323,148,3.6,3911814,5,1,1
64,10,100966,38,3.0,1009660,4,1,1
55,15,224081,62,3.4,3361215,2,0,0
67,7,15402,130,3.5,107814,2,0,0
51,2,296010,18,3.4,592020,4,1,1
37,12,488182,52,2.1,5858184,6,0,0
19,18,174171,130,1.4,3135078,7,0,0
60,4,86390,93,1.6,345560,2,1,0
59,20,216427,44,3.9,4328540,12,1,1
30,6,136170,157,1.2,817020,1,1,1
19,9,271464,16,5.0,2443176,12,0,1
38,14,319967,120,3.5,4479538,6,1,1
51,14,198551,48,1.6,2779714,15,1,1
35,6,372417,61,2.2,2234502,15,0,0
19,17,483026,112,4.9,8211442,14,0,1
58,14,393518,39,3.0,5509252,5,1,1
46,20,48032,164,1.2,960640,11,1,1
50,19,46405,128,1.9,881695,1,0,0
20,15,137931,142,4.6,2068965,12,0,1
27,8,359172,116,2.3,2873376,11,0,0
30,7,449920,25,3.9,3149440,9,0,1
21,15,21333,50,3.2,319995,7,1,1
58,6,42698,173,2.8,256188,7,0,0
25,11,364964,87,4.3,4014604,12,1,1
48,16,119737,133,1.5,1915792,2,0,0
25,10,440639,137,1.3,4406390,9,0,0
65,7,306146,121,4.3,2143022,7,1,1
37,15,455648,85,3.4,6834720,8,0,0
57,1,136145,40,1.3,136145,1,1,0
36,18,130561,171,4.0,2350098,14,0,1
52,13,13734,129,2.4,178542,15,0,0
30,20,161164,49,4.2,3223280,11,0,1
39,14,122169,18,2.7,1710366,12,1,1
20,4,418348,147,4.1,1673392,2,1,1
48,1,366422,64,3.2,366422,4,0,0
44,13,293323,33,4.3,3813199,4,0,1
37,13,309411,111,5.0,4022343,2,1,1
29,8,166128,101,3.7,1329024,11,0,0
34,11,367775,154,2.8,4045525,13,1,1
48,6,141825,64,2.6,850950,10,0,0
59,20,295575,149,4.8,5911500,8,1,1
67,7,463733,159,1.1,3246131,11,1,1
40,13,17409,63,4.5,226317,14,1,1
18,17,342318,172,1.2,5819406,14,1,1
35,19,260121,59,3.0,4942299,1,0,0
62,12,339796,139,3.5,4077552,15,1,1
50,8,471959,55,4.3,3775672,9,0,1
65,5,390616,8,3.6,1953080,10,1,1
41,5,14220,161,3.1,71100,13,0,0
37,12,105365,176,1.1,1264380,5,0,0
29,15,112997,61,4.2,1694955,9,1,1
57,7,273005,153,1.2,1911035,14,0,0
29,9,408065,88,2.6,3672585,14,0,0
67,12,195550,25,3.0,2346600,12,0,1
57,2,285858,142,3.8,571716,8,0,0
35,17,487329,4,3.3,8284593,13,0,1
22,18,342876,158,3.3,6171768,2,0,0
69,7,271068,130,1.9,1897476,8,1,1
24,3,128655,67,4.3,385965,5,1,1
22,7,247524,57,2.5,1732668,15,1,1
23,15,161153,135,4.0,2417295,7,0,1
44,5,230852,71,2.4,1154260,11,1,0
40,10,66799,3,4.5,667990,3,0,1
55,9,357254,9,2.3,3215286,5,0,1
64,2,369259,105,2.3,738518,12,1,0
43,1,177646,91,3.9,177646,10,0,0
64,16,493584,151,4.4,7897344,5,1,1
63,17,365853,75,2.0,6219501,4,1,1
39,7,449969,55,2.0,3149783,9,0,0
25,2,204652,56,1.4,409304,9,0,0
53,18,187292,148,2.9,3371256,10,0,0
59,5,417122,51,1.2,2085610,4,0,0
65,5,122790,45,2.2,613950,13,1,0
23,11,361646,67,3.0,3978106,14,0,0
35,7,274403,93,3.1,1920821,2,1,1
38,11,349965,145,3.5,3849615,10,1,1
51,5,27581,12,2.3,137905,8,0,0
